30;40
2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
2;2;2;2;2;8;8;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;
2;2;2;2;2;8;8;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;
2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;9;2;1;1;2;2;
2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;2;
2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;2;2;1;1;5;5;2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;2;2;1;1;5;5;2;2;1;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;4;4;2;2;2;2;3;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;
2;2;4;4;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;2;
2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;
2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;3;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;
2;2;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;5;5;2;2;
2;2;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;5;5;2;2;
2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
2;2;1;1;2;2;2;2;3;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;6;6;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;
2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;6;6;2;2;2;2;2;2;2;2;1;1;1;1;1;1;4;4;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;4;4;
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;
