000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;
000;000;000;000;000;000;000;000;070;070;070;070;070;070;070;070;070;070;070;070;000;000;000;000;100;100;100;100;100;100;100;100;100;100;100;100;100;100;000;000;
000;000;000;000;000;000;000;000;070;070;070;070;070;070;070;070;070;070;070;070;000;000;000;000;100;100;100;100;100;100;100;100;100;100;100;100;100;100;000;000;
000;000;000;000;000;030;030;000;070;070;000;000;000;000;000;000;000;000;070;070;000;000;000;000;100;100;000;000;000;000;000;000;030;030;000;000;100;100;000;000;
000;000;000;000;000;030;030;000;070;070;000;000;000;000;000;000;000;000;070;070;000;000;000;000;100;100;000;000;000;000;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;030;030;030;030;070;070;000;000;050;050;050;050;050;050;070;070;050;050;050;050;050;050;050;050;050;050;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;030;030;030;030;070;070;000;000;050;050;050;050;050;050;070;070;050;050;050;050;050;050;050;050;050;050;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;000;000;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;030;030;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;000;000;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;030;030;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;000;000;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;030;030;030;030;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;000;000;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;030;030;030;030;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;070;070;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;000;000;000;000;030;030;000;000;100;100;000;000;
000;000;030;030;000;000;000;000;070;070;070;070;050;050;000;000;000;000;070;070;000;000;000;000;030;030;000;000;000;000;000;000;030;030;000;000;100;100;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;070;070;070;070;070;070;070;070;070;070;070;070;070;070;070;070;000;000;100;100;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;070;070;070;070;070;070;070;070;070;070;070;070;070;070;070;070;000;000;100;100;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;000;000;100;100;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;000;000;100;100;000;000;
000;000;000;000;030;030;030;030;030;030;030;030;050;050;030;030;030;030;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;000;000;100;100;000;000;
000;000;000;000;030;030;030;030;030;030;030;030;050;050;030;030;030;030;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;000;000;100;100;000;000;
000;000;000;000;030;030;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;070;070;070;070;000;000;
000;000;000;000;030;030;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;070;070;070;070;070;070;000;000;
000;000;030;030;030;030;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;050;050;000;000;000;000;000;000;
000;000;030;030;030;030;000;000;000;000;000;000;050;050;000;000;000;000;030;030;000;000;000;000;030;030;000;000;000;000;000;000;050;050;000;000;000;000;000;000;
000;000;030;030;000;000;000;000;000;000;000;000;050;050;000;000;000;000;050;050;050;050;050;050;050;050;050;050;050;050;050;050;050;050;000;000;000;000;000;000;
000;000;030;030;000;000;000;000;000;000;000;000;050;050;000;000;000;000;050;050;050;050;050;050;050;050;050;050;050;050;050;050;050;050;000;000;000;000;000;000;
000;000;030;030;070;070;070;070;070;070;070;070;050;050;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;000;000;
000;000;030;030;070;070;070;070;070;070;070;070;050;050;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;030;030;030;030;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;030;030;030;030;000;000;
000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;000;050;050;000;000;000;000;000;000;
